"TIME","GEO","SEX","WORKTIME","WSTATUS","NACE_R2","UNIT","Value","Flag and Footnotes"
"2013","Slovenia","Total","Total","Employed persons","Total - all NACE activities","Hour","39.6",""
"2013","Slovenia","Total","Total","Employed persons","Agriculture, forestry and fishing","Hour","39.2",""
"2013","Slovenia","Total","Total","Employed persons","Mining and quarrying","Hour","39.7",""
"2013","Slovenia","Total","Total","Employed persons","Manufacturing","Hour","40.0",""
"2013","Slovenia","Total","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","40.7",""
"2013","Slovenia","Total","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","39.0",""
"2013","Slovenia","Total","Total","Employed persons","Construction","Hour","42.2",""
"2013","Slovenia","Total","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","39.3",""
"2013","Slovenia","Total","Total","Employed persons","Transportation and storage","Hour","41.2",""
"2013","Slovenia","Total","Total","Employed persons","Accommodation and food service activities","Hour","38.0",""
"2013","Slovenia","Total","Total","Employed persons","Information and communication","Hour","40.0",""
"2013","Slovenia","Total","Total","Employed persons","Financial and insurance activities","Hour","40.4",""
"2013","Slovenia","Total","Total","Employed persons","Real estate activities","Hour","35.7","u"
"2013","Slovenia","Total","Total","Employed persons","Professional, scientific and technical activities","Hour","39.4",""
"2013","Slovenia","Total","Total","Employed persons","Administrative and support service activities","Hour","38.0",""
"2013","Slovenia","Total","Total","Employed persons","Public administration and defence; compulsory social security","Hour","39.6",""
"2013","Slovenia","Total","Total","Employed persons","Education","Hour","38.4",""
"2013","Slovenia","Total","Total","Employed persons","Human health and social work activities","Hour","39.5",""
"2013","Slovenia","Total","Total","Employed persons","Arts, entertainment and recreation","Hour","36.7",""
"2013","Slovenia","Total","Total","Employed persons","Other service activities","Hour","38.7",""
"2013","Slovenia","Total","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour",":","u"
"2013","Slovenia","Total","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour",":",""
"2013","Slovenia","Males","Total","Employed persons","Total - all NACE activities","Hour","40.6",""
"2013","Slovenia","Males","Total","Employed persons","Agriculture, forestry and fishing","Hour","41.4",""
"2013","Slovenia","Males","Total","Employed persons","Mining and quarrying","Hour","39.6","u"
"2013","Slovenia","Males","Total","Employed persons","Manufacturing","Hour","40.5",""
"2013","Slovenia","Males","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","40.7",""
"2013","Slovenia","Males","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","38.6",""
"2013","Slovenia","Males","Total","Employed persons","Construction","Hour","42.6",""
"2013","Slovenia","Males","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","40.4",""
"2013","Slovenia","Males","Total","Employed persons","Transportation and storage","Hour","41.7",""
"2013","Slovenia","Males","Total","Employed persons","Accommodation and food service activities","Hour","40.3",""
"2013","Slovenia","Males","Total","Employed persons","Information and communication","Hour","39.9",""
"2013","Slovenia","Males","Total","Employed persons","Financial and insurance activities","Hour","40.8",""
"2013","Slovenia","Males","Total","Employed persons","Real estate activities","Hour","38.8","u"
"2013","Slovenia","Males","Total","Employed persons","Professional, scientific and technical activities","Hour","41.5",""
"2013","Slovenia","Males","Total","Employed persons","Administrative and support service activities","Hour","39.5",""
"2013","Slovenia","Males","Total","Employed persons","Public administration and defence; compulsory social security","Hour","40.0",""
"2013","Slovenia","Males","Total","Employed persons","Education","Hour","38.1",""
"2013","Slovenia","Males","Total","Employed persons","Human health and social work activities","Hour","40.2",""
"2013","Slovenia","Males","Total","Employed persons","Arts, entertainment and recreation","Hour","38.5",""
"2013","Slovenia","Males","Total","Employed persons","Other service activities","Hour","38.3",""
"2013","Slovenia","Males","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour",":","c"
"2013","Slovenia","Males","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour",":",""
"2013","Slovenia","Females","Total","Employed persons","Total - all NACE activities","Hour","38.3",""
"2013","Slovenia","Females","Total","Employed persons","Agriculture, forestry and fishing","Hour","36.5",""
"2013","Slovenia","Females","Total","Employed persons","Mining and quarrying","Hour",":","u"
"2013","Slovenia","Females","Total","Employed persons","Manufacturing","Hour","39.0",""
"2013","Slovenia","Females","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","40.5","u"
"2013","Slovenia","Females","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","40.3","u"
"2013","Slovenia","Females","Total","Employed persons","Construction","Hour","38.7",""
"2013","Slovenia","Females","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","38.3",""
"2013","Slovenia","Females","Total","Employed persons","Transportation and storage","Hour","39.1",""
"2013","Slovenia","Females","Total","Employed persons","Accommodation and food service activities","Hour","36.7",""
"2013","Slovenia","Females","Total","Employed persons","Information and communication","Hour","40.2",""
"2013","Slovenia","Females","Total","Employed persons","Financial and insurance activities","Hour","40.2",""
"2013","Slovenia","Females","Total","Employed persons","Real estate activities","Hour","31.6","u"
"2013","Slovenia","Females","Total","Employed persons","Professional, scientific and technical activities","Hour","37.3",""
"2013","Slovenia","Females","Total","Employed persons","Administrative and support service activities","Hour","36.7",""
"2013","Slovenia","Females","Total","Employed persons","Public administration and defence; compulsory social security","Hour","39.2",""
"2013","Slovenia","Females","Total","Employed persons","Education","Hour","38.4",""
"2013","Slovenia","Females","Total","Employed persons","Human health and social work activities","Hour","39.4",""
"2013","Slovenia","Females","Total","Employed persons","Arts, entertainment and recreation","Hour","34.3",""
"2013","Slovenia","Females","Total","Employed persons","Other service activities","Hour","38.8",""
"2013","Slovenia","Females","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour",":","u"
"2013","Slovenia","Females","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour",":",""
"2013","Sweden","Total","Total","Employed persons","Total - all NACE activities","Hour","36.3",""
"2013","Sweden","Total","Total","Employed persons","Agriculture, forestry and fishing","Hour","39.5",""
"2013","Sweden","Total","Total","Employed persons","Mining and quarrying","Hour","39.4",""
"2013","Sweden","Total","Total","Employed persons","Manufacturing","Hour","38.6",""
"2013","Sweden","Total","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","38.5",""
